sentiment,vi_review
negative,nín đi =)) sao v
negative,huyenpham ngoan ngoannn 🫰 🏻
negative,"béo 1 tội , tui béo 😂 😂 😂"
negative,phụ nữ thằng chồng
negative,nghèo ko mắc nợ lạc quan phấn đấu
negative,"<someone> b , chửi chết cmn đi xong block 🫶 🏻"
positive,sách ý nghĩa
positive,đức vượng 😘 đừng bực mất vui
negative,"haha , cười nghiêng ngảlàm_việc_tại_nhà388"
positive,pham vũ duy cute 🙄 🙄 😝
negative,xa ☺ ️
negative,t video why tìm kiếm cụm từ
negative,làm bạn đau tha thứ . thương 1 k thể 🥺
positive,😅
positive,ngvangiang6c
negative,mệt lắm
negative,nguyen nhat
positive,happy birthday to me 2/10
positive,mãi yêu việt nam 🇻 🇳
negative,di ban . e giúp c can
negative,đất trời mây trôi …
negative,"vô ta bóng hình , nhắc ta âm thầm ta yêu quý 🥰"
negative,quên ko
negative,tình yêu tình cảm ng thiệt thòi 🥺
negative,""" cút đi , mẹ mày béo "" 🐧 🐧 🐧 🐧 🐧 🐧 🐧 🐧 🐧"
negative,ghen tỵ hạnh phúc 🖤
negative,""" ta đùa th "" 🥹"
positive,thành tâm xin vía bụng pé mũm mĩm 🥰 🥰
negative,bo đi
positive,đẹp 😂
positive,quân cưngg was đii 🥺 🤪
negative,mệt mỏi nghẹt thở mạnh mẽ mặt dần đôi khi ko
negative,từ bỏ
negative,xảy
positive,quỳnh anhquỳnh
negative,"người thân tâm sự buồn phiền ôm , mong ng thân <someone> đc"
positive,hoa đẹp 🥰 🥰
negative,ng hôn nhân éo le cũg cs hn bh may mắn hp 🤭
positive,chèn cưng xỉu 💓 💓
negative,...
positive,ạ lòng đừng hứa mãi mãi 🥰 🥰 🥰
negative,kẻ tổn thương tổn thương ngk =)) 1 vòng lặp :)
negative,khong buon noi di lam lay tien ma noi di noi lai muon khoe thi o nha <someone> thi dung kieu van nguoi khac met them
negative,"ngữ chửi nát bét đi <someone> chó , ct đồng ý vội :))"
negative,kkkk 20 t lỡ dại nợ 30 tr . ko lương triệu lo 😂
negative,khóc suy nghĩ tiêu cực ban đêmm …
positive,câu trăm tròn củ đôi
positive,anhtuan 🐣 dangiu gheeee
positive,đỉnh nha 👍
positive,yêuu
positive,ui la trơi dê thuong
negative,xe lang thang một mình tự dưng
negative,báo k mệt j sợ gái e h ... 😌
negative,tây bắc nắng vỡ đầu
negative,khóc nhỏ nhặt ..
positive,"choáng , hoành tráng"
negative,mịe k
positive,"tiền rượu đệ tử , tiền rượu 😂 😂 😂"
positive,13/3 hôm nay sinh nhật . buồn 30 tổ chức sinh nhật .
positive,mời anh em quê điên biên anh hùng
negative,xách mỏ chửi tù đi chờ j 😌
positive,vía 🤭
negative,mệt bệnh . chẳng cố gắng 🥺
positive,pam ngoan cưng . đồ mặc . 12 m mặc 😭
negative,kiềm chế
negative,"t chửi lộn dùm nha , ghét cđ qá"
positive,wow
negative,mịa ck t chê t gầy mãi ko béo .
negative,kiểu <someone> nắng khô nhá
positive,màn hình điện thoại dưói k kém drone 😄
negative,tình hãy pháp luật giải quyêt . đi tù liền
negative,đi .... hạnh phúc tự do .... bạn bè
positive,cô dâu xinh đẹp tài năng sướng chú rể
positive,.
negative,buồn buông ....
negative,cx chả bik tâm sự vs 🙂
negative,mango nguyễn nghe quen ko
positive,chuẩn
negative,tuilathaonguyenneeee gb bùn 🖤
negative,lương cao nghỉ tiếc lương 4.8 thì vả vỡ mồm ql đi . kiếp làm thuê hoạnh họe
positive,chỗ nhà khách quốc phòng k
negative,hương su cục :))
positive,cười bể bụng 2 thánh hài
negative,buồn lắm đau lắm cố kiềm nén 🥺 🥺 🥺
negative,mấy a ko thương hoa tiếc ngọc kết thúc liền đi e
positive,𝕍𝕒 ̆ 𝕟 𝕋𝕙𝕖 ̂ ́ 🐥 mua ken đi 😂
negative,phụ nữ ko bảo vệ dc dc thiệt sự thương xót
positive,đọc tâm hồn
positive,tôy fl tiktok
negative,ma sut vat
negative,đêm mất ngủ r 😔 😔 ko nỗi lòng . cảm giác bất lực nghẹt thở 😢
positive,xuất sắc đẩng thủ đô khác biệt
negative,vui zữ
negative,dạo cảm xúc k khóc cảm giác k kiểm soát đc
negative,le <someone> 😨
negative,"vác mặt đi phối dạo , bye"
negative,xóa dữ liệu . viết đơn nghỉ việc
positive,cố gắng naod dc vợ xinh ntn
positive,<someone> a phi thường triệu like
negative,", chân thật 😘"
positive,lương y nhu mẫu
positive,xinh
negative,xong suốt kêu : bất công 🤣
positive,bé dễ thương
negative,. bế tắc 😔
positive,ghi hình ảnh . sâu sắc tuyệt vời ❤ ️
negative,"r , rơi trạng thái tiêu cực giới hạn"
negative,xu xu 🥰 hazzz 🖤
negative,thân cũ
negative,😊
negative,tắt điện thoại clip như vầy
negative,mấy inter đá bịp lắm xứng đáng =)))
negative,nguyễn vy over overthinking lun 🤣 🤣
negative,"t đạp 1 phát đập đầu vô cạnh giường t ngẩng đầu máu rớt qá trời t gào khóc tuyệt vọng , vũng máu hồn vía bay"
positive,🤣 🤣 🤣 đầu gái đẹp 🤣 🤣
negative,"mấy chông đăng , mấy chồng hoang mang ."
negative,k giải quyết j
positive,quên đau kkk
negative,nghèo thiệt 😌
negative,khóc một mình hoài 😜 😜
positive,năng lượng tích cực
positive,💓 💓 💓 💓
negative,"tán gái đứa đổ đổ ghen , ko đứa đổ khinh thường đi :)))"
negative,kb làm quen hỏi thân
negative,"quá khứ tương lai , 2 , áp lực nhất e từng trải"
positive,hayy quá_v . tzu_05
negative,ong to bi tai nan roi ...
negative,"bất lực phát hiện , ."
positive,🎉 🎊 aya aya 🎉 🎊
negative,hiền thằng ck vũ phu
positive,44 cân đổi ni nì
negative,yêu ngta cớ buông ☺ ️
positive,"dể thương , tự nhiên vui vẻ"
negative,gom dám buông
negative,suy ko bt j bt rơi nước mắt
negative,"tưởng 2 đổ lỗi , buông cay đắng . 😞"
negative,t rơi tiêu cực .
positive,nút haha
positive,bá chủ serie a ngục champions league 💀
negative,ngphong 🙈 e rat met
negative,haiz
positive,cưng 😂
positive,cười ngậm mồm 2
negative,mệt mỏi . mệt mỏi cs áp lực cv ty nx 🥺
negative,", bình thường"
positive,♡ iu thế giới 😊
negative,"quan điểm hướng đi , dừng nhé 😃 . chúc chí hướng , yeuanh"
negative,tuần đi học áp lực x2
negative,😌 😌 😌 😌 😌 😌 buồn thiệt
positive,áp dụng đấy 😬 😬 t 3 câu 6.7.8 😁 😁
negative,trải nghiệm thăng hoa 😘 viên_làm_thêm_nhà_làm88
positive,ỏ
positive,ta thích nhạc a đời e
positive,mua
negative,công nhận .
negative,....
positive,cung xỉu
positive,"váy c hòa đẹp , e in4 😂"
positive,cô dâu mặt phúc hậu
negative,nước mắt rơi kh ngừng nghỉ
positive,😂 😂
positive,mik 1 câu thả thính nè chiều tà nắng dịu cúc trắng say nắng chiều
negative,.
negative,co nhieu thu don len ng minh 😊
negative,😳 😳 😳 😳
positive,toan21 . 02 sinh nhật vui vẻ nha ..
negative,"rõ ràng khóc vô tình , cố kìm nén ......"
positive,genz mẹ 😂
negative,trưởng thành áp lực 🥺
positive,a 8 bìa
positive,hút quánhân_viên_làm_thêm_tại_nhà88
negative,cố vỏ bọc ổn trongg mik ko ổn 😇
negative,"đàn ông , vợ 10 n , chửi vợ đánh vợ . đánh đi . đánh bạc . 😅"
negative,"mồm bảo k , cố phút đấy k"
positive,đk diễu binh kỉ niệm 60 ctdbp
negative,yanpan bât lực 😳
negative,khóc một mình . khóc buồn
negative,bật khóc sinh nhật tủi thân 😢
positive,mặt coi cưới chết 😂
negative,mệt mỏi
positive,nguyễn ngọc lan 🤓
positive,.
negative,"đôi khi khó chịu , xin lỗi hong cố ý 😭"
positive,sợ sách photo 🥺
negative,mong video ba mẹ coi đuoc
positive,giọng ấm
negative,k coi k chi mệt rời đi
negative,cà . vui log nhưg joi sự thật j gọi là ngoại lệ . đàn ô a cug
positive,sợ ô bay tóc 😆 😆
positive,7/5 p điện biên tham dự lễ kỉ niệm
positive,đừng đời chuỗi chấm công . a đen
negative,overthingking 🥺
negative,mệt mỏi 🥺
positive,cố
negative,hận mẹ
negative,buồn
positive,xinh
negative,vứt văn vs . 😂
positive,thính 😂 😂 hảo hán thiệt á
negative,áp lực gia đình 😌 😌 😌
negative,v đôi khi khóc r kobt mik khóc lí do j
positive,chuẩn
negative,rơi tiêu cực 😞
negative,đơn thân con riêng suy xét đi bước
positive,"2 đứng 2 , hòa đứng tui điềm . bả thánh nhây k từ bỏ danh hiệu . công nhận hòa trẻ đẹp thiệt"
positive,phng_uyn m lm j 😂
negative,gửi ảnh tàu lượn roi nhắnn : tàu đi lượn =)) ( block )
negative,mai k tg ☺ ️ ☺ ️
negative,năng lượng tích cực lây overthinking .
negative,ntx mai đọc văn
positive,tự hào điện biên đất nước việt nam anh hùng ❤ ️
positive,xinh ới
negative,ông bà ql kiểu tầm => nồi cám lợn
negative,từ bỏ đi
negative,t k cô đơn đi 😂 😂 k 1 ng thân đôi khi nổi buồn niềm vui 1 m đi
positive,j nhứt trần gian dử zay đẹp
negative,duyên nợ kiếp kiếp fa ko mảnh tình ...
negative,lỡ a khóc đừng a nha bé 🥰 ebe cỏ ♡ ebe cỏ
positive,chói lóa 🥰 🥰 🥰
positive,"nghi lực , gắn , mạnh mẽ , kien tri kì tích , chúc sức khỏe 👍"
positive,liên tục tiến ...
positive,🥴
negative,hicccccc
negative,mệt mỏi 😫
positive,"kiếm cv thôi bro , đôi lúc lương 1 , <someone> công việc . t nhảy chục , k hợp 🤣 🤣 🤣"
positive,nguyễn <someone>
negative,v . tiếc nuối
negative,haizz z
positive,lắm
negative,loi vi da noi nhung loi nhu vay𝕸𝖎𝖓𝖍 𝖒ạ𝖓𝖍 🥬
negative,vỡ ven 😁
negative,ttmd a k thể nào im lặng vs e đc
negative,chó đột ngột buồn lắm
positive,mấy nè 🥰 🥰
positive,thương ☘ ️ vk
negative,"bất lực phát hiện ,"
negative,""" im lặng , đi vẽ vô nghĩa , đau lòng . """
positive,hàng ta 🥺
positive,mua
negative,khóc xong
negative,"chửi , chửi choết moẹ đi ..."
positive,vía bé cưng bụng ❤ ️ 🥰
negative,trúng đen :))
positive,duyên lê chua 😒
positive,<someone> chúc may mắn khỏe
negative,mấy vố vô mặt 1 đuổi cam tâm
positive,mặt bé xinh
negative,đi tay trắng
positive,chúc bã giật mình 😁 😁 😂 😂
negative,áp lực chẳng
positive,thành tâm xin vía bé yêu khỏe phát triển <someone> chào đời 🥰 🥰 🥰
positive,nhạc hợp 🥰
negative,hom te that ...
negative,đi hút mỡ bắp tay bầm v
negative,chỗ éo lương 4.8 ql kiểu ch chặn đường đơm
positive,"thử thách , ý chí <someone> giúp"
negative,"vui ng cạnh , to khoccc"
negative,thương emm huyn
positive,ᥫ ᭡ ┆ vk.huy 🫶 🫰 😘 ek oi
negative,áp lực tui tiền 😓
negative,vứt sọt rác
negative,trống vắng
negative,suy nghĩ lắm
positive,thu hà 👍 🏻
positive,máu gái
negative,🥺 1 câu th cx khiên suy nghĩ ☺ ️
negative,mập 😔 thương
negative,chia
negative,"overthinking , t overlove , ocd"
negative,tương lai mãi mờ mịt thế cố gắng 😔 😔
positive,xinh chéeee
positive,cố
negative,duyên nợ dứt dc thoi b . chúc b may mắn . 😌
positive,hùng đặng đình rủ thái đặng 3 ae tiết mục văn nghệ tết ông bà :))
negative,mấy bảo 🥺 rơi hoàn cảnh ta 😌 con cái gia đình hai 2 vk ck
positive,video đi bn
negative,ước tiền . ha ha
positive,zenhh - ) )
positive,hi
positive,faiceb00k kim đoàn tiến phong . a giúp minh trúng sô đề xong 600 tr nợ roi nè 🥰 🥰 🥰 ok ạhh
positive,dc
negative,truth behind the lie tự nhiên ngủ vô lướt tiktok mất ngủ lun
positive,võ việt hòa ừm ...
positive,để ý ánh sáng đt
positive,giọng nội lực
positive,"idol tui show , fanmeeting , họp báo , học . áp lực đỉnh lưu 🥰"
positive,đẹp . k tưởng đkhien kkkk
positive,dâu đẹp hip smile
negative,buồn 😥
negative,vô nghĩa : ( (
negative,ko gồng gục ngã lưng 2 đứa
positive,bảo trân nguyễn
positive,khóc hong ạ . mau nước mắt . video kiểu lâng lâng
positive,"non phong cảnh hữu tình , tình đơn phương 😊 💔"
negative,đừng .. tích cực
positive,iu đi
positive,"hẹn cafe đem tong đơ , nhắm mắt tặng quà , nhẹ nhàng cầm tong đơ đi 1 đường chia tay , xong phủi đít đi 😗"
positive,giỏi kiên định
negative,mong bệnh mẹ mạnh khỏe gia đình <someone> ♥ ️
negative,"ly hôn 2 , đi học võ bảo vệ đánh đánh . 🥺 🥺"
negative,tụi
positive,việt nam mai . đỉnh ❤ ️ ❤ ️
negative,bat luc
negative,( 🐱 trùm báo livik ) hối hận rùi
positive,chào a
positive,dk k 😂
negative,"im lặng , lựa chọn"
positive,"ý nghĩa , b"
negative,"đi sân tập trễ , đi một mình , , kh bao h 3 chữ 1 mệt kh 🥲"
positive,"việt nam muôn , độc lập - tự do muôn"
negative,hẳn sự thật . đàn bà . hơi mệt
positive,<someone> phi thường
positive,🥰 🥰 🥰 chuc hai trăm năm hạnh phúc
negative,thị phụ nữ hạnh phúc
negative,mệt
positive,đội hình cs siêu cute
positive,ko tả đc
positive,🥰 🥰 🥰 cười cho đả 😂 😂
negative,béo làm xao vk xao zay
positive,thành tâm vía
negative,ac 🥺
negative,sợ
positive,thuy lam dth vảiii
negative,nghèo k mắc nợ đơ 🥺 🥺 🥺 🥺
negative,áp lực 😥 😥
negative,vô cùng đau nhỉ 🤣
positive,công nghệ niềm tiếp hy vọng
positive,shinnosukem t xinh = c k
positive,ko thả thính t nha
negative,ng k <someone> nè
negative,khóc
negative,.......
positive,mặt cười
positive,"thả thính mấy , tiền"
positive,tuyệt vời 😍
negative,khóc khóc một mình 🥹
positive,dô tri ghê 😂 😂 😅
negative,e đánh tím ng 🥺 🥺
positive,online mà còn nổi da gà . huống chi đc 👍
positive,má cưng ghê á trời 😳
negative,nhg ko bt ngta buồn 😞
negative,"thể loại gia phả hình tròn , vẻ “ sâu sắc ” m m . a cg k yêu , m đừng tưởng nhân cách cg tổ ong m . tưởng gớm lắm , tán chả đổ t m r , nhục"
negative,"đòi hỏi , bố thí vậy , có lẽ hôn nhân dừng 😊"
negative,"đánh quan hệ trân trọng , s 😭"
negative,mấy ai 🥺 🥺
positive,alhamdulillah .. selamat hari jadi yg bln dan hari ini doa terbaik untukmu .. aamiin yarobbal alamiin 🤲 🙂
negative,"lương 4 tr8 t vote m chờ trùm bao đánh chớt đi , thể loại đôi co"
negative,sợ ám ảnh 😖
negative,xin lỗi nhe ko ngờ đuối sự nhe nêu la thi ko thể 😰
positive,tự hào quân đội nhân dân việt nam
positive,tốt lành 🥰 🥰 🥰 🥰 🥰
positive,dễ thương 🌷 ♥ ️ ♥ ️
negative,miệng chả :))
negative,nhóiii lắm chẳng duoc mhm buôn hoi biet s bh chả qtrọng
negative,coi video căm k j đk
negative,"cx , cx cảm giác lo sợ , mệt mỏi lắm 😔"
positive,t 1 ảnh pam đc ko
negative,tmt z iu e điên cuồng đi ngược lại vs suy nghĩ e ko
